phone_number,first_name,last_name,property_address,city,state,zip_code,hail_date,hail_size,storm_type,damage_probability,structures_hit,image_findings,lead_priority
+17536750945,Chase,Williams,207 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,52.41,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+18243708020,Henry,Nash,208 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,22.83,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+18650094478,Nicole,Sanchez,209 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,67.94,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+15157020119,Gabriel,Patel,210 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,21.34,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+10805426132,Erin,Ramirez,211 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,75.47,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+12987541584,James,Carter,212 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,21.68,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+16825643646,Jesse,Mendoza,213 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,80.59,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_1_EMERGENCY
+11280444886,Janet,Tucker,214 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,24.96,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+11315464003,Deborah,Jenkins,215 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,82.17,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_1_EMERGENCY
+15108168100,James,Yang,216 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,26.42,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+12691191839,Sarah,Cox,217 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,81.25,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_1_EMERGENCY
+14313475339,Benjamin,Lozano,218 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,18.78,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+18904153236,Elizabeth,Moore,219 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,82.52,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_1_EMERGENCY
+14139175654,Brandi,Benton,220 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,18.71,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+15583138475,Michael,Rivera,221 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,80.63,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_1_EMERGENCY
+14767949076,Sierra,Moore,222 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,18.8,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+14341932610,Samuel,Thompson DDS,223 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,80.2,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_1_EMERGENCY
+15844107609,Christina,Evans,224 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,18.96,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+12088129187,Ana,Snyder,225 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,80.29,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_1_EMERGENCY
+13350368548,Leon,Cummings,226 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,19.07,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+19794390694,Courtney,Martin,227 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,79.54,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+10057070402,Denise,Mcgee,228 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,19.15,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+11229110532,Michael,Castaneda,229 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,79.88,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+16733432307,Jody,Wolfe,230 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,19.15,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+10435602215,Robert,Mejia,231 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,79.78,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+16216798802,Erin,Gordon,232 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,19.3,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+13124857545,Alexander,Oconnor,233 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,79.66,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+10047419644,Allison,Green,234 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,19.58,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+12564094368,Scott,King,235 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,79.76,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+12939381374,Mario,Potter,236 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,19.7,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+12025155648,James,Baird,237 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,79.67,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+11500075567,Robert,Franklin,238 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,19.71,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+10530720274,Shelley,Cantu,239 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,78.94,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+17580320934,Jasmine,Stone,240 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,19.8,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+19056192488,Ashley,Cowan,241 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,79.38,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+16490186458,Nathan,Johnson,242 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,20.01,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+15784623813,Victoria,Williams,243 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,79.03,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+14323508350,Todd,Boyer,244 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,20.3,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+15171008614,Lisa,Munoz,245 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,78.85,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+15572026060,Sarah,Hawkins,246 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,20.49,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+13570644280,Elizabeth,Roberts,247 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,78.38,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+19200226967,Aaron,Jones,248 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,20.63,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+15747367152,Brandon,Stevenson,249 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,78.72,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+12714301859,Carl,Haas,250 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,20.87,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+12546185646,Paul,Case,251 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,78.58,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
