phone_number,first_name,last_name,property_address,city,state,zip_code,hail_date,hail_size,storm_type,damage_probability,structures_hit,image_findings,lead_priority
+16193040516,Sarah,Jackson,"2300 Greenway Trail, Oklahoma City, Oklahoma 73117",Oklahoma City,OKLAHOMA,73117,2026-01-08,52.0,Hail,99.0,Primary roof system and multiple ancillary structures,"Damage: 99.0% | Hail: 52.0"" | Method: PROB_ESTIMATE",PRIORITY_1_EMERGENCY
+1713973818054055,Benjamin,Collins,"3052 North Leo Street, Shawnee, Oklahoma 74804",Shawnee,OKLAHOMA,74804,2026-01-08,51.0,Hail,99.0,Primary roof system and multiple ancillary structures,"Damage: 99.0% | Hail: 51.0"" | Method: PROB_ESTIMATE",PRIORITY_1_EMERGENCY
+195778217561916,Holly,Ortiz,"30793 West Farm Road, Stillwater, Oklahoma 74078",Stillwater,OKLAHOMA,74075,2026-01-08,56.0,Hail,99.0,Primary roof system and multiple ancillary structures,"Damage: 99.0% | Hail: 56.0"" | Method: PROB_ESTIMATE",PRIORITY_1_EMERGENCY
+1166472550324347,Sarah,Lee,"51691 West Farm Road, Stillwater, Oklahoma 74078",Stillwater,OKLAHOMA,74075,2026-01-08,56.0,Hail,99.0,Primary roof system and multiple ancillary structures,"Damage: 99.0% | Hail: 56.0"" | Method: PROB_ESTIMATE",PRIORITY_1_EMERGENCY
+19362460880,Nathan,West,"100 West Dells Avenue, Stillwater, Oklahoma 74075",Stillwater,OKLAHOMA,74075,2026-01-08,52.0,Hail,99.0,Primary roof system and multiple ancillary structures,"Damage: 99.0% | Hail: 52.0"" | Method: PROB_ESTIMATE",PRIORITY_1_EMERGENCY
+146595239361050,Tyler,Moore,"6221 West Wilshire Boulevard, Yukon, Oklahoma 73099",Yukon,OKLAHOMA,73099,2026-01-08,52.0,Hail,99.0,Primary roof system and multiple ancillary structures,"Damage: 99.0% | Hail: 52.0"" | Method: PROB_ESTIMATE",PRIORITY_1_EMERGENCY
+119919915405545,Taylor,Mcdonald,"100 West Dells Avenue, Stillwater, Oklahoma 74075",Stillwater,OKLAHOMA,74075,2026-01-08,52.0,Hail,99.0,Primary roof system and multiple ancillary structures,"Damage: 99.0% | Hail: 52.0"" | Method: PROB_ESTIMATE",PRIORITY_1_EMERGENCY
+18469512089,Brian,Franco,"1199 West Farm Road, Stillwater, Oklahoma 74078",Stillwater,OKLAHOMA,74075,2026-01-08,56.0,Hail,99.0,Primary roof system and multiple ancillary structures,"Damage: 99.0% | Hail: 56.0"" | Method: PROB_ESTIMATE",PRIORITY_1_EMERGENCY
+10015584370197,Derrick,Harris,"009 West Farm Road, Stillwater, Oklahoma 74078",Stillwater,OKLAHOMA,74075,2026-01-08,56.0,Hail,99.0,Primary roof system and multiple ancillary structures,"Damage: 99.0% | Hail: 56.0"" | Method: PROB_ESTIMATE",PRIORITY_1_EMERGENCY
+19225405788,Craig,Davis,"100 West Dells Avenue, Stillwater, Oklahoma 74075",Stillwater,OKLAHOMA,74075,2026-01-08,52.0,Hail,99.0,Primary roof system and multiple ancillary structures,"Damage: 99.0% | Hail: 52.0"" | Method: PROB_ESTIMATE",PRIORITY_1_EMERGENCY
+10016908261251067,Amy,Morgan,"3817 West Wilshire Boulevard, Yukon, Oklahoma 73099",Yukon,OKLAHOMA,73099,2026-01-08,52.0,Hail,99.0,Primary roof system and multiple ancillary structures,"Damage: 99.0% | Hail: 52.0"" | Method: PROB_ESTIMATE",PRIORITY_1_EMERGENCY
+14519085681,Christina,Jackson,"100 West Dells Avenue, Stillwater, Oklahoma 74075",Stillwater,OKLAHOMA,74075,2026-01-08,52.0,Hail,99.0,Primary roof system and multiple ancillary structures,"Damage: 99.0% | Hail: 52.0"" | Method: PROB_ESTIMATE",PRIORITY_1_EMERGENCY
+18904153236,Elizabeth,Moore,219 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,82.52,Primary roof system and multiple ancillary structures,Damage: 82.52%,PRIORITY_1_EMERGENCY
+11315464003,Deborah,Jenkins,215 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,82.17,Primary roof system and multiple ancillary structures,Damage: 82.17%,PRIORITY_1_EMERGENCY
+12691191839,Sarah,Cox,217 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,81.25,Primary roof system and multiple ancillary structures,Damage: 81.25%,PRIORITY_1_EMERGENCY
+15583138475,Michael,Rivera,221 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,80.63,Primary roof system and multiple ancillary structures,Damage: 80.63%,PRIORITY_1_EMERGENCY
+16825643646,Jesse,Mendoza,213 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,80.59,Primary roof system and multiple ancillary structures,Damage: 80.59%,PRIORITY_1_EMERGENCY
+12088129187,Ana,Snyder,225 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,80.29,Primary roof system and multiple ancillary structures,Damage: 80.29%,PRIORITY_1_EMERGENCY
+14341932610,Samuel,Thompson DDS,223 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,80.2,Primary roof system and multiple ancillary structures,Damage: 80.2%,PRIORITY_1_EMERGENCY
+11229110532,Michael,Castaneda,229 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,79.88,Primary roof system and multiple ancillary structures,Damage: 79.88%,PRIORITY_1_EMERGENCY
+10435602215,Robert,Mejia,231 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,79.78,Primary roof system and multiple ancillary structures,Damage: 79.78%,PRIORITY_1_EMERGENCY
+12564094368,Scott,King,235 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,79.76,Primary roof system and multiple ancillary structures,Damage: 79.76%,PRIORITY_1_EMERGENCY
+12025155648,James,Baird,237 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,79.67,Primary roof system and multiple ancillary structures,Damage: 79.67%,PRIORITY_1_EMERGENCY
+13124857545,Alexander,Oconnor,233 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,79.66,Primary roof system and multiple ancillary structures,Damage: 79.66%,PRIORITY_1_EMERGENCY
+19794390694,Courtney,Martin,227 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,79.54,Primary roof system and multiple ancillary structures,Damage: 79.54%,PRIORITY_1_EMERGENCY
+19056192488,Ashley,Cowan,241 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,79.38,Primary roof system and multiple ancillary structures,Damage: 79.38%,PRIORITY_1_EMERGENCY
+15784623813,Victoria,Williams,243 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,79.03,Primary roof system and multiple ancillary structures,Damage: 79.03%,PRIORITY_1_EMERGENCY
+10530720274,Shelley,Cantu,239 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,78.94,Primary roof system and multiple ancillary structures,Damage: 78.94%,PRIORITY_1_EMERGENCY
+15171008614,Lisa,Munoz,245 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,78.85,Primary roof system and multiple ancillary structures,Damage: 78.85%,PRIORITY_1_EMERGENCY
+15747367152,Brandon,Stevenson,249 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,78.72,Primary roof system and multiple ancillary structures,Damage: 78.72%,PRIORITY_1_EMERGENCY
+12362339006,Dr.,Kenneth Murphy II,253 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,78.72,Primary roof system and multiple ancillary structures,Damage: 78.72%,PRIORITY_1_EMERGENCY
+19550774559,Scott,Wang,259 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,78.59,Primary roof system and multiple ancillary structures,Damage: 78.59%,PRIORITY_1_EMERGENCY
+12546185646,Paul,Case,251 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,78.58,Primary roof system and multiple ancillary structures,Damage: 78.58%,PRIORITY_1_EMERGENCY
+16076781574,Amy,Nichols,261 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,78.56,Primary roof system and multiple ancillary structures,Damage: 78.56%,PRIORITY_1_EMERGENCY
+12359450807,Evan,Cruz,257 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,78.54,Primary roof system and multiple ancillary structures,Damage: 78.54%,PRIORITY_1_EMERGENCY
+15195898149,Jason,Spencer,255 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,78.5,Primary roof system and multiple ancillary structures,Damage: 78.5%,PRIORITY_1_EMERGENCY
+13570644280,Elizabeth,Roberts,247 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,78.38,Primary roof system and multiple ancillary structures,Damage: 78.38%,PRIORITY_1_EMERGENCY
+12485060304,Janice,Mitchell,263 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,77.94,Primary roof system and multiple ancillary structures,Damage: 77.94%,PRIORITY_1_EMERGENCY
+18657527559,Joseph,Peck,265 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,77.73,Primary roof system and multiple ancillary structures,Damage: 77.73%,PRIORITY_1_EMERGENCY
+17795038060,Mariah,Williams,267 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,76.68,Primary roof system and multiple ancillary structures,Damage: 76.68%,PRIORITY_1_EMERGENCY
+13049951330,Mike,Trevino,269 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,75.55,Primary roof system and multiple ancillary structures,Damage: 75.55%,PRIORITY_1_EMERGENCY
+10805426132,Erin,Ramirez,211 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,75.47,Primary roof system and multiple ancillary structures,Damage: 75.47%,PRIORITY_1_EMERGENCY
+13201844726,Nathan,Sanchez,271 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,74.51,Primary roof system and multiple ancillary structures,Damage: 74.51%,PRIORITY_1_EMERGENCY
+11020625255,Taylor,Gill,273 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,73.87,Primary roof system and multiple ancillary structures,Damage: 73.87%,PRIORITY_1_EMERGENCY
+17853897627,Jessica,Brown,275 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,72.63,Primary roof system and multiple ancillary structures,Damage: 72.63%,PRIORITY_1_EMERGENCY
+16255916699,Anna,Smith,277 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,71.88,Primary roof system and multiple ancillary structures,Damage: 71.88%,PRIORITY_1_EMERGENCY
+15454211117,Debra,Barajas,279 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,70.38,Primary roof system and multiple ancillary structures,Damage: 70.38%,PRIORITY_1_EMERGENCY
+14195162442,Robert,Flores,281 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,69.13,Primary roof system and multiple ancillary structures,Damage: 69.13%,PRIORITY_1_EMERGENCY
+18650094478,Nicole,Sanchez,209 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,67.94,Primary roof system and multiple ancillary structures,Damage: 67.94%,PRIORITY_1_EMERGENCY
+16087987796,David,Mann,283 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,67.44,Primary roof system and multiple ancillary structures,Damage: 67.44%,PRIORITY_1_EMERGENCY
+12995977377,Carolyn,Clayton,285 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,65.59,Primary roof system and multiple ancillary structures,Damage: 65.59%,PRIORITY_1_EMERGENCY
+15622287400,Thomas,Young,287 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,64.31,Primary roof system and multiple ancillary structures,Damage: 64.31%,PRIORITY_1_EMERGENCY
+17536750945,Chase,Williams,207 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,52.41,Primary roof system and multiple ancillary structures,Damage: 52.41%,PRIORITY_1_EMERGENCY
